Wall time,Step,Value,smoothed
1763849542.2640038,500,7.505433082580566,
1763849682.735685,1000,15.44100570678711,
1763849822.070134,1500,20.41472053527832,16.006032943725586
1763849958.1727262,2000,21.658905029296875,18.55567111968994
1763850105.6621842,2500,15.01010036468506,17.85126190185547
1763850245.108714,3000,20.253623962402344,16.669440269470215
1763851884.1305082,3500,11.918959617614746,16.512954902648925
1763852015.6495142,4000,14.50561237335205,19.286390686035155
1763852153.339821,4500,20.87647819519043,20.51985092163086
1763852291.7236776,5000,28.87727928161621,23.6303071975708
1763852429.4692872,5500,26.42092514038086,26.358827209472658
1763852568.843693,6000,27.471240997314453,29.271557235717772
1763852705.9390929,6500,28.148212432861328,30.294274139404298
1763852842.1850991,7000,35.440128326416016,31.297078704833986
1763852976.9845753,7500,33.99086380004883,32.24465408325195
1763853115.075266,8000,31.434947967529297,33.44083023071289
1763853250.105194,8500,32.2091178894043,32.81689682006836
1763853387.655595,9000,34.129093170166016,33.024163818359376
1763853523.1803904,9500,32.32046127319336,33.780540466308594
1763853660.67884,10000,35.027198791503906,35.487378692626955
1763853795.5484269,10500,35.21683120727539,36.527251434326175
1763853932.9999344,11000,40.743309020996094,37.77712707519531
1763854067.1772282,11500,39.32845687866211,36.75862083435059
1763854202.347555,12000,38.56983947753906,38.245831680297854
1763854336.2393413,12500,29.934667587280277,38.43984870910644
1763854471.852931,13000,42.65288543701172,39.218681716918944
1763854605.9043622,13500,41.71339416503906,39.054329299926756
1763854742.4849858,14000,43.22262191772461,41.508114624023435
1763854879.378399,14500,37.748077392578125,40.54038619995117
1763855015.5006216,15000,42.20359420776367,40.87197265625
1763855150.2206182,15500,37.81424331665039,41.164781188964845
1763855287.927488,16000,43.3713264465332,42.081730651855466
1763855422.1751292,16500,44.68666458129883,42.23050231933594
1763855560.2752953,17000,42.33282470703125,43.633079528808594
1763855694.3300045,17500,42.947452545166016,43.73376617431641
1763855828.284959,18000,44.82712936401367,43.4505973815918
1763855961.9582546,18500,43.874759674072266,43.28929595947265
1763856096.433494,19000,43.27082061767578,43.23332290649414
1763856232.3762076,19500,41.52631759643555,42.996735382080075
1763856366.581478,20000,42.66758728027344,43.0072380065918
1763856501.32512,20500,43.64419174194336,42.348236083984375
1763856636.8059366,21000,43.92727279663086,42.384638977050784
1763856774.878782,21500,39.97581100463867,42.068974304199216
1763856909.3215532,22000,41.70833206176758,41.49077682495117
1763857046.7641735,22500,41.089263916015625,40.74482116699219
1763857181.6680765,23000,40.753204345703125,40.669090270996094
1763857318.1270325,23500,40.19749450683594,40.5244743347168
1763857452.4826343,24000,39.5971565246582,40.942545318603514
1763857591.696627,24500,40.98525238037109,38.42248191833496
1763882694.6760435,25000,43.17961883544922,37.99722023010254
1763882829.4121754,25500,28.15288734436035,38.627223587036134
1763882967.3022375,26000,38.07118606567383,39.19809226989746
1763883101.5171807,26500,42.74717330932617,39.25413551330566
1763883236.425981,27000,43.83959579467773,42.403296661376956
1763883369.6295133,27500,43.45983505249024,43.139530944824216
1763883506.3415318,28000,43.8986930847168,43.17928237915039
1763883640.2156796,28500,41.75235748291016,43.28928909301758
1763883774.8393526,29000,42.94593048095703,42.97815170288086
1763883909.3628938,29500,44.38962936401367,42.32666015625
1763884045.0438092,30000,41.90414810180664,41.45106887817383
1763884180.130695,30500,40.6412353515625,41.37837371826172
1763884317.0180478,31000,37.3744010925293,40.99019012451172
1763884450.8579395,31500,42.58245468139648,41.268828582763675
1763884586.5332515,32000,42.44871139526367,41.89570770263672
1763884720.0990238,32500,43.297340393066406,42.855248260498044
1763884855.7482848,33000,43.77563095092773,43.103004455566406
1763884990.0135455,33500,42.17210388183594,43.341026306152344
1763885123.114864,34000,43.82123565673828,43.33796157836914
1763885257.708137,34500,43.63882064819336,43.345734405517575
1763885390.9797544,35000,43.28201675415039,43.133253479003905
1763885526.6973126,35500,43.81449508666992,43.35715866088867
1763885660.42566,36000,41.10969924926758,43.60872116088867
1763885796.4058576,36500,44.94076156616211,44.01451187133789
1763885929.5989344,37000,44.89663314819336,43.779151916503906
1763886063.5636804,37500,45.31097030639648,44.10083847045898
1763886196.394503,38000,42.6376953125,43.94508361816406
1763886331.430581,38500,42.71813201904297,42.8507698059082
1763886464.8857596,39000,44.1619873046875,42.21612396240234
1763886601.1669924,39500,39.42506408691406,42.497808837890624
1763886734.991647,40000,42.13774108886719,42.98346786499023
1763886870.7376795,40500,44.046119689941406,43.02028121948242
1763887003.5099902,41000,45.146427154541016,43.62578201293945
1763887137.7486725,41500,44.34605407714844,44.24555435180664
1763887271.2944114,42000,42.45256805419922,44.41662368774414
1763887407.251248,42500,45.236602783203125,44.59041061401367
1763887540.505331,43000,44.901466369628906,44.640229034423825
1763887675.9172573,43500,46.01536178588867,44.667083740234375
1763887809.4181695,44000,44.59514617919922,44.34851913452148
1763887944.6092467,44500,42.58684158325195,43.895318603515626
1763888078.8607974,45000,43.64377975463867,43.418253326416014
1763888214.6026332,45500,42.63546371459961,42.88391342163086
1763888347.739982,46000,43.63003540039063,43.10448150634765
1763888482.7998116,46500,41.92344665527344,41.81935272216798
1763888616.198489,47000,43.68968200683594,41.782646179199226
1763888752.3403115,47500,37.21813583374024,41.40911102294922
1763888886.714029,48000,42.45193099975586,41.89586868286133
1763889023.6306565,48500,41.76235961914063,41.484686279296874
1763889156.4740682,49000,44.357234954833984,41.099002838134766
1763889289.4246235,49500,41.63376998901367,41.48155975341797
1763889426.075749,50000,35.28971862792969,40.7324722290039
1763889559.283526,50500,44.36471557617188,39.21116638183594
1763889693.9385214,51000,38.01692199707031,38.64223022460938
1763889827.713394,51500,36.75070571899414,39.22557144165039
1763889966.4129455,52000,38.78908920288086,37.5173843383789
1763890101.5762362,52500,38.206424713134766,36.18715934753418
1763890238.4514184,53000,35.82378005981445,36.552901077270505
1763890376.7133253,53500,31.36579704284668,36.66332817077637
1763890514.5706618,54000,38.57941436767578,36.2245433807373
1763890649.3346589,54500,39.34122467041016,36.502337265014646
1763890787.6878154,55000,36.01250076293945,37.70886383056641
1763890922.4348729,55500,37.21274948120117,38.170816802978514
1763891059.1698463,56000,37.39842987060547,38.18434219360352
1763891193.4258158,56500,40.88917922973633,40.267180633544925
1763891329.1424413,57000,39.40885162353516,41.190528106689456
1763891462.1095364,57500,46.42669296264648,41.98314514160156
1763891598.8575084,58000,41.82948684692383,42.288211059570315
1763891732.885486,58500,41.361515045166016,43.119073486328126
1763891869.9016364,59000,42.41450881958008,42.488511657714845
1763892003.705745,59500,43.56316375732422,42.940362548828126
1763892140.9414475,60000,43.27388381958008,42.997561645507815
1763892274.8245893,60500,44.08874130249024,42.88292465209961
1763892412.360818,61000,41.64751052856445,42.54378433227539
1763892545.4439943,61500,41.84132385253906,42.34776840209961
1763892682.5990207,62000,41.867462158203125,41.26827621459961
1763892816.8447385,62500,42.29380416870117,42.77140350341797
1763892951.200937,63000,38.69128036499024,41.78773651123047
1763893083.068853,63500,49.16314697265625,42.279013061523436
1763893219.235899,64000,36.92298889160156,42.43403701782226
1763893352.764891,64500,44.32384490966797,41.8386947631836
1763895259.31101,65000,43.06892395019531,40.32820587158203
1763895392.725333,65500,35.714569091796875,41.34832992553711
1763895527.31896,66000,41.61070251464844,41.2326301574707
1763895661.1982589,66500,42.02360916137695,41.104479217529295
1763895795.5567672,67000,43.74534606933594,42.3116096496582
1763895929.2033606,67500,42.42816925048828,43.85909729003906
1763896065.0743134,68000,41.750221252441406,44.37499923706055
1763896197.9439242,68500,49.348140716552734,45.142269897460935
1763896331.9637213,69000,44.603118896484375,45.309503173828126
1763896465.01053,69500,47.58169937133789,46.419700622558594
1763896600.382383,70000,43.26433563232422,44.999690246582034
1763896733.6442182,70500,47.30120849609375,45.26646118164062
1763896869.736056,71000,42.24808883666992,45.76108627319336
1763897002.7207787,71500,45.936973571777344,46.288368225097656
1763897136.4374378,72000,50.05482482910156,44.99977035522461
1763897269.0316029,72500,45.9007453918457,43.64108047485352
1763897403.1686013,73000,40.85821914672852,44.62236328125
1763897536.3783622,73500,35.45463943481445,44.115473937988284
1763897668.795797,74000,50.843387603759766,43.58243408203125
1763897804.3662202,74500,47.52037811279297,44.464054107666016
1763897939.1249113,75000,43.23554611206055,46.548204803466795
1763898074.3041022,75500,45.26631927490234,44.65825576782227
1763898207.3992856,76000,45.87539291381836,44.14748306274414
1763898342.3271432,76500,41.39364242553711,42.25054016113281
1763898475.168731,77000,44.96651458740234,40.505855560302734
1763898610.317631,77500,33.750831604003906,40.56958999633789
1763898744.5920334,78000,36.54289627075195,39.059739685058595
1763898879.3275712,78500,46.19406509399414,36.422308349609374
1763899012.8644748,79000,33.844390869140625,38.93391418457031
1763899148.8739126,79500,31.77935791015625,40.929620361328126
1763899282.1038094,80000,46.308860778808594,38.590284729003905
1763899416.6113818,80500,46.521427154541016,41.17155303955078
1763899550.476981,81000,34.49738693237305,45.235775756835935
1763899685.441024,81500,46.750732421875,45.34976348876953
1763899817.8074088,82000,52.10047149658203,46.38695755004883
1763899953.5465746,82500,46.87879943847656,49.923046875
1763900085.879303,83000,51.7073974609375,48.35436248779297
1763900218.8778665,83500,52.177833557128906,47.16657485961914
1763900354.0130591,84000,38.90731048583984,47.961204528808594
1763900490.866546,84500,46.16153335571289,44.820654296875
1763900623.153564,85000,50.85194778442383,44.87220077514648
1763900759.8769505,85500,36.00464630126953,45.024592590332034
1763900891.824191,86000,52.43556594848633,44.39052505493164
1763901027.130154,86500,39.66926956176758,43.90987319946289
1763901163.591292,87000,42.99119567871094,47.22344818115234
1763901296.9587154,87500,48.44868850708008,46.962049865722655
1763901429.1938157,88000,52.5725212097168,49.537173461914065
1763901563.6624186,88500,51.12857437133789,51.09632797241211
1763901695.600673,89000,52.54488754272461,51.94883270263672
1763901828.9034536,89500,50.78696823120117,51.083702850341794
1763901963.9885347,90000,52.711212158203125,50.722704315185545
1763902097.1316314,90500,48.24687194824219,49.555181121826166
1763902234.653029,91000,49.32358169555664,49.54037170410156
1763902366.8468668,91500,46.70727157592773,49.67851638793945
1763902501.487314,92000,50.712921142578125,50.16911697387695
1763902633.6605985,92500,53.40193557739258,50.70464859008789
1763902767.8677125,93000,50.69987487792969,47.47799911499023
1763902900.6304233,93500,52.00123977661133,46.27745056152344
1763903041.6907668,94000,30.574024200439453,44.45264739990235
1763903174.429943,94500,44.71017837524414,41.949381256103514
1763903309.679498,95000,44.27791976928711,40.916446685791016
1763903444.985397,95500,38.18354415893555,45.18389129638672
1763903578.7060685,96000,46.83656692504883,46.590319061279295
1763903710.7063737,96500,51.91124725341797,46.69685287475586
1763903844.1511266,97000,51.74231719970703,49.651526641845706
1763903977.8446658,97500,44.81058883666992,50.42384033203125
1763904111.61705,98000,52.956912994384766,50.541089630126955
1763904244.4397423,98500,50.69813537597656,50.73394241333008
1763904378.2835655,99000,52.49749374389648,52.208386993408205
1763904510.611543,99500,52.706581115722656,52.08252639770508
1763904646.0126662,100000,52.18281173706055,50.625248718261716
1763904778.0105028,100500,52.32761001586914,48.789651489257814
1763904912.8384116,101000,43.411746978759766,48.65149765014648
1763905045.8628426,101500,43.31950759887695,48.725039672851565
1763905181.2682204,102000,52.015811920166016,45.196851348876955
1763905313.791856,102500,52.55052185058594,44.518914794921876
1763905454.8169923,103000,34.686668395996094,46.06356964111328
1763905589.1363487,103500,40.022064208984375,44.37487640380859
1763905722.7149973,104000,51.042781829833984,42.7510269165039
1763905857.965437,104500,43.57234573364258,46.08423385620117
1763905993.2569954,105000,44.4312744140625,48.67005386352539
1763906127.028067,105500,51.35270309448242,48.10431900024414
1763906259.1787417,106000,52.95116424560547,49.98772964477539
1763906394.5016062,106500,48.21410751342773,51.18716888427734
1763906526.9101188,107000,52.98939895629883,49.12288589477539
1763906662.6217008,107500,50.428470611572266,47.754345703125
1763906795.666778,108000,41.031288146972656,48.45726623535156
1763906933.2027502,108500,46.10846328735352,44.50596237182617
1763907066.1393857,109000,51.72871017456055,44.81486206054687
1763907205.6908002,109500,33.232879638671875,46.41651916503906
1763907338.176245,110000,51.97296905517578,46.00269241333008
1763907473.231146,110500,49.0395736694336,43.48401794433594
1763907608.4330218,111000,44.039329528808594,46.095035552978516
1763907745.5276957,111500,39.13533782958984,42.2712287902832
1763907880.944696,112000,46.287967681884766,43.02550048828125
1763908018.068182,112500,32.85393524169922,41.00239944458008
1763908150.6714509,113000,52.81093215942383,42.98945922851563
1763908294.6685262,113500,33.923824310302734,43.284219360351564
1763908426.967502,114000,49.07063674926758,46.94941940307617
1763908563.419463,114500,47.76176834106445,42.07326049804688
1763908695.7326286,115000,51.179935455322266,43.80660400390625
1763908839.0477655,115500,28.430137634277344,43.559898376464844
1763908974.1203904,116000,42.59054183959961,44.426222229003905
1763909111.4496803,116500,47.83710861206055,44.6761474609375
1763909243.411875,117000,52.093387603759766,47.38672409057617
1763909378.1800969,117500,52.42956161499024,49.56419296264649
1763909510.698947,118000,41.9830207824707,49.28703918457031
1763909644.726976,118500,53.47788619995117,48.241835021972655
1763909778.1984386,119000,46.45133972167969,48.34194564819336
1763909912.684794,119500,46.86736679077149,44.360290908813475
1763910046.096177,120000,52.93011474609375,39.886439895629884
1763910182.5057268,120500,22.07474708557129,38.454990768432616
1763910321.263906,121000,31.108631134033203,39.43934669494629
1763910454.6051085,121500,39.29409408569336,39.37759895324707
1763910589.8346114,122000,51.78914642333984,45.44357528686523
1763910721.6982727,122500,52.621376037597656,49.66152801513672
1763910855.2052546,123000,52.40462875366211,52.49409637451172
1763910987.3760333,123500,52.19839477539063,52.6512092590332
1763911122.09209,124000,53.45693588256836,51.28660659790039
1763911254.047819,124500,52.57471084594727,50.56088333129883
1763911391.486976,125000,45.7983627319336,50.38143768310547
1763911523.7007596,125500,48.7760124206543,50.20381164550781
1763911657.5740986,126000,51.30116653442383,49.908826446533205
1763911789.561222,126500,52.56880569458008,51.311292266845705
1763911924.3078654,127000,51.09978485107422,47.809607315063474
1763912056.3893244,127500,52.810691833496094,46.723808670043944
1763919536.8319829,128500,31.267587661743164,43.17398338317871
1763919673.776937,129000,45.87217330932617,41.65695381164551
1763919809.4374025,129500,34.819679260253906,35.115094375610354
1763919945.537115,130000,43.5146369934082,38.317237854003906
1763920087.0987651,130500,20.101394653320312,39.45261764526367
1763920218.8305445,131000,47.27830505371094,37.06892852783203
1763920352.9250154,131500,51.549072265625,32.450564575195315
1763920493.2408922,132000,22.901233673095703,36.84010620117188
1763920631.2250264,132500,20.42281723022461,37.794917297363284
1763920765.7926226,133000,42.049102783203125,37.94586029052734
1763920900.8844705,133500,52.05236053466797,39.28616600036621
1763921033.0455327,134000,52.30378723144531,45.2200008392334
1763921172.0114183,134500,29.60276222229004,47.2630069732666
1763921305.043463,135000,50.09199142456055,43.733117294311526
1763921438.645079,135500,52.26413345336914,38.8080451965332
1763921576.3105364,136000,34.40291213989258,43.4795108795166
1763921713.8489783,136500,27.67842674255371,43.92306251525879
1763921845.80451,137000,52.96009063720703,43.89449043273926
1763921979.768922,137500,52.30974960327149,43.58249778747559
1763922112.5842376,138000,52.12127304077149,46.73499374389648
1763922252.2004285,138500,32.84294891357422,46.50060119628906
1763922386.2605913,139000,43.4409065246582,44.155401611328124
1763922520.8435917,139500,51.78812789916992,37.37983741760254
1763922657.1692402,140000,40.5837516784668,40.07031745910645
1763922797.4577272,140500,18.243452072143555,41.23838844299316
1763922929.736267,141000,46.29534912109375,41.266878890991215
1763923063.87249,141500,49.2812614440918,43.35032844543457
1763923196.1192553,142000,51.93058013916016,50.250342559814456
1763923329.3726106,142500,51.0009994506836,51.49734268188477
1763923461.481042,143000,52.74352264404297,52.225670623779294
1763923595.4122012,143500,52.53034973144531,52.2810562133789
1763923727.646813,144000,52.92290115356445,52.60427474975586
1763923862.5956662,144500,52.2075080871582,52.63159942626953
1763923994.5946116,145000,52.61709213256836,52.49736404418945
1763924129.752237,145500,52.88014602661133,52.397221374511716
1763924262.1883452,146000,51.85917282104492,51.50424499511719
1763924394.501333,146500,52.42218780517578,43.839186668395996
1763924533.131956,147000,47.74262619018555,43.18354244232178
1763924674.083078,147500,14.291800498962402,41.438962364196776
1763924809.5839107,148000,49.60192489624024,41.43717174530029
1763924944.204047,148500,43.13627243041992,42.380978202819826
1763925079.255302,149000,52.41323471069336,48.003614044189455
1763925211.8012748,149500,52.4616584777832,43.61602554321289
1763925349.0106373,150000,42.40497970581055,43.13763275146484
1763925489.9160652,150500,27.663982391357425,43.14758453369141
1763925626.0538282,151000,40.74430847167969,42.991974639892575
1763925758.39668,151500,52.46299362182617,43.2721435546875
1763925891.8466458,152000,51.68360900878906,48.066965484619146
1763926026.25779,152500,43.80582427978516,50.35493469238281
1763926160.145153,153000,51.638092041015625,49.3721435546875
1763926292.4687374,153500,52.18415451049805,45.345859146118165
1763926429.5153828,154000,47.54903793334961,44.49243431091308
1763926570.5045896,154500,31.552186965942383,44.72152824401856
1763926707.937121,155000,39.538700103759766,44.71770973205567
1763926840.0586195,155500,52.78356170654297,45.75221824645996
1763926974.9543693,156000,52.1650619506836,49.904623413085936
1763927107.0771463,156500,52.72158050537109,52.59886169433594
1763927242.259773,157000,52.314212799072266,51.806243133544925
1763927374.2024548,157500,53.009891510009766,50.08080978393555
1763927510.0341945,158000,48.82046890258789,46.4762466430664
1763927642.7366946,158500,43.53789520263672,46.44743041992187
1763927780.876994,159000,34.69876480102539,46.322454833984374
1763927912.9026017,159500,52.17013168334961,
1763928047.887364,160000,52.385013580322266,
