Wall time,Step,Value
1763849542.2640038,500,7.505433082580566
1763849682.7356853,1000,15.44100570678711
1763849822.070134,1500,20.41472053527832
1763849958.1727262,2000,21.658905029296875
1763850105.6621842,2500,15.010100364685059
1763850245.1087139,3000,20.253623962402344
1763851884.1305082,3500,11.918959617614746
1763852015.6495142,4000,14.50561237335205
1763852153.339821,4500,20.87647819519043
1763852291.7236776,5000,28.87727928161621
1763852429.4692872,5500,26.42092514038086
1763852568.843693,6000,27.471240997314453
1763852705.9390929,6500,28.148212432861328
1763852842.1850991,7000,35.440128326416016
1763852976.9845753,7500,33.99086380004883
1763853115.075266,8000,31.434947967529297
1763853250.105194,8500,32.2091178894043
1763853387.655595,9000,34.129093170166016
1763853523.1803904,9500,32.32046127319336
1763853660.67884,10000,35.027198791503906
1763853795.5484269,10500,35.21683120727539
1763853932.9999344,11000,40.743309020996094
1763854067.1772282,11500,39.32845687866211
1763854202.347555,12000,38.56983947753906
1763854336.2393413,12500,29.934667587280273
1763854471.852931,13000,42.65288543701172
1763854605.9043622,13500,41.71339416503906
1763854742.4849858,14000,43.22262191772461
1763854879.378399,14500,37.748077392578125
1763855015.5006216,15000,42.20359420776367
1763855150.2206182,15500,37.81424331665039
1763855287.927488,16000,43.3713264465332
1763855422.1751292,16500,44.68666458129883
1763855560.2752953,17000,42.33282470703125
1763855694.3300045,17500,42.947452545166016
1763855828.284959,18000,44.82712936401367
1763855961.9582546,18500,43.874759674072266
1763856096.4334939,19000,43.27082061767578
1763856232.3762076,19500,41.52631759643555
1763856366.5814779,20000,42.66758728027344
1763856501.32512,20500,43.64419174194336
1763856636.8059366,21000,43.92727279663086
1763856774.878782,21500,39.97581100463867
1763856909.3215532,22000,41.70833206176758
1763857046.7641735,22500,41.089263916015625
1763857181.6680763,23000,40.753204345703125
1763857318.1270325,23500,40.19749450683594
1763857452.4826345,24000,39.5971565246582
1763857591.696627,24500,40.985252380371094
1763882694.6760435,25000,43.17961883544922
1763882829.4121754,25500,28.15288734436035
1763882967.3022375,26000,38.07118606567383
1763883101.5171807,26500,42.74717330932617
1763883236.425981,27000,43.839595794677734
1763883369.6295133,27500,43.459835052490234
1763883506.3415318,28000,43.8986930847168
1763883640.2156796,28500,41.752357482910156
1763883774.8393526,29000,42.94593048095703
1763883909.3628938,29500,44.38962936401367
1763884045.0438092,30000,41.90414810180664
1763884180.1306953,30500,40.6412353515625
1763884317.0180478,31000,37.3744010925293
1763884450.8579397,31500,42.582454681396484
1763884586.5332515,32000,42.44871139526367
