Wall time,Step,Value
1763710930.4512272,500,19.7360782623291
1763711071.5727592,1000,10.9152193069458
1763711208.1134617,1500,25.320466995239258
1763711348.0204196,2000,22.231033325195312
1763711489.6753829,2500,22.291948318481445
1763711628.6578102,3000,23.438560485839844
1763711771.1203458,3500,19.8795223236084
1763711909.4822044,4000,26.786197662353516
1763712049.8923419,4500,14.591472625732422
1763712186.3976934,5000,39.705833435058594
1763712324.854045,5500,29.78452491760254
1763712465.8111484,6000,22.16952896118164
1763712601.1902645,6500,37.18234634399414
1763712735.669989,7000,40.51360321044922
1763712875.5752332,7500,29.731237411499023
1763713010.8728602,8000,27.70577049255371
1763713152.3278422,8500,38.79131317138672
1763713290.275453,9000,22.903627395629883
1763713425.9278517,9500,28.083559036254883
1763713564.0581732,10000,27.468156814575195
1763713703.0969253,10500,33.48499298095703
1763713839.916238,11000,32.40477752685547
1763713977.2018921,11500,28.180301666259766
1763714113.228107,12000,40.963356018066406
1763714252.5495543,12500,28.55252456665039
1763714386.0052297,13000,35.27364730834961
1763714525.1021962,13500,39.33647155761719
1763714656.5979488,14000,51.72978591918945
1763714791.8294282,14500,37.21953582763672
1763714927.7378173,15000,36.67597579956055
1763715061.9634197,15500,36.37307357788086
1763715201.4129808,16000,34.65509033203125
1763715337.3072004,16500,44.24110412597656
1763715473.7765677,17000,37.25653839111328
1763715604.5469558,17500,45.83301544189453
1763715743.0479448,18000,29.1751651763916
1763715877.7187026,18500,40.10347366333008
1763716013.668051,19000,53.93327331542969
1763716148.3373892,19500,34.90458297729492
1763716284.3631632,20000,44.72406768798828
1763716418.4211829,20500,52.26539611816406
1763716555.9539242,21000,39.73307800292969
1763716692.0281641,21500,48.54280471801758
1763716826.3934643,22000,64.73895263671875
1763716958.5421126,22500,43.94527816772461
1763717092.6323826,23000,47.121307373046875
1763717225.5735269,23500,36.85666275024414
1763717361.9268818,24000,55.40203094482422
1763717496.53688,24500,36.23676681518555
1763717636.3930328,25000,38.65162658691406
1763717767.7967849,25500,39.08488082885742
1763717906.4799116,26000,38.20976257324219
1763718042.4128394,26500,35.565673828125
1763718179.2934017,27000,44.50920867919922
1763718310.6656656,27500,43.40884017944336
1763718444.2572608,28000,58.05656433105469
1763718579.543244,28500,45.62693405151367
1763718716.3232777,29000,39.29507064819336
1763718848.555963,29500,60.3862419128418
1763718986.6669903,30000,37.43388366699219
1763719117.1992226,30500,48.8158073425293
1763719249.3857617,31000,47.341339111328125
1763719386.0764344,31500,36.518226623535156
1763719519.7132576,32000,47.210601806640625
1763719656.5094552,32500,44.51651382446289
1763719789.4956212,33000,47.44337844848633
1763719924.4198143,33500,33.02168655395508
1763720057.8267407,34000,51.43227767944336
1763720194.0378084,34500,43.607669830322266
1763720330.8369558,35000,27.507986068725586
1763720470.3034213,35500,30.032962799072266
1763720604.2993038,36000,41.22874450683594
1763720734.0670843,36500,62.54054641723633
1763720867.7752879,37000,58.76080322265625
1763721004.940111,37500,58.62016296386719
1763721141.278377,38000,34.1767692565918
1763721279.5240178,38500,47.016117095947266
1763721418.4456773,39000,21.94151496887207
1763721555.7675767,39500,56.07221221923828
1763721686.9900992,40000,43.9158935546875
1763721826.9523287,40500,34.37767791748047
1763721961.4710793,41000,33.47824478149414
1763722098.6565294,41500,44.052242279052734
1763722232.5907185,42000,44.543052673339844
1763722370.277141,42500,41.47509765625
1763722503.219573,43000,54.309715270996094
1763722638.3585722,43500,43.4504280090332
1763722773.536201,44000,48.41817092895508
1763722909.1622713,44500,42.43949508666992
1763723039.9635053,45000,34.82870864868164
1763723172.6574562,45500,64.29447937011719
1763723312.5088658,46000,38.611324310302734
1763723447.8575253,46500,22.867813110351562
1763723589.5068939,47000,18.766305923461914
1763723723.788802,47500,48.86531448364258
1763723861.4937658,48000,36.72010040283203
1763723990.5093503,48500,55.75764083862305
1763724132.7359612,49000,43.67216873168945
1763724263.9358428,49500,40.18347930908203
1763724403.4562285,50000,35.3944091796875
1763724539.4448378,50500,43.47905731201172
1763724675.6757574,51000,51.945491790771484
1763724808.2049751,51500,38.97445297241211
1763724949.5128374,52000,29.77814483642578
1763725083.9637876,52500,32.414588928222656
1763725219.2996802,53000,50.495506286621094
1763725355.558262,53500,36.67251968383789
1763725492.7768905,54000,42.626953125
1763725629.3220923,54500,35.75310134887695
1763725764.9526327,55000,43.756771087646484
1763725900.0233397,55500,41.744083404541016
1763726034.082011,56000,43.73524856567383
1763726169.7641194,56500,37.76987838745117
1763726305.6742184,57000,57.23368453979492
1763726442.7405145,57500,32.1954460144043
1763726579.369163,58000,46.19817352294922
1763726710.8562188,58500,32.6026725769043
1763726846.8734407,59000,43.616729736328125
1763726985.1969051,59500,35.42521286010742
1763727119.873031,60000,49.67540740966797
1763727258.7519624,60500,41.24201965332031
1763727391.5793333,61000,51.562599182128906
1763727528.0568166,61500,55.66847610473633
1763727662.908987,62000,43.26333236694336
1763727799.144888,62500,51.72431564331055
1763727931.4798205,63000,40.88184356689453
1763728069.5171542,63500,34.01619338989258
1763728204.1725924,64000,44.705352783203125
1763728335.5708916,64500,58.88032913208008
1763728468.084357,65000,63.46977233886719
1763728605.016824,65500,53.77010726928711
1763728741.0090811,66000,38.26680374145508
1763728877.60757,66500,54.895408630371094
1763729009.2462413,67000,48.921321868896484
1763729147.1418822,67500,48.9396858215332
1763729281.7358289,68000,50.07231521606445
1763729416.5550003,68500,42.05818176269531
1763729551.6673932,69000,38.178401947021484
1763729687.4826963,69500,57.7537956237793
1763729821.3208265,70000,48.180564880371094
1763729959.141922,70500,47.75962829589844
1763730091.9331074,71000,28.501392364501953
1763730228.4672284,71500,38.03986740112305
1763730362.697639,72000,38.611000061035156
1763730498.4330368,72500,54.48069381713867
1763730633.893552,73000,39.46843338012695
1763730769.9706202,73500,46.7750244140625
1763730898.9620936,74000,54.77485656738281
1763731034.270854,74500,57.761085510253906
1763731169.5978765,75000,45.55746078491211
1763731302.0126088,75500,41.56882095336914
1763731438.0661569,76000,39.88319396972656
1763731572.621506,76500,42.66427993774414
1763731709.3165417,77000,47.45866394042969
1763731844.491372,77500,41.64934158325195
1763731980.5233843,78000,48.691104888916016
1763732113.082624,78500,27.904869079589844
1763732249.6770313,79000,41.450069427490234
1763732382.019293,79500,59.3868522644043
1763732517.783835,80000,56.21139144897461
1763732651.3104708,80500,52.77781295776367
1763732784.4970436,81000,35.271392822265625
1763732919.5573816,81500,38.87709045410156
1763733054.915243,82000,55.95079803466797
1763733187.124897,82500,53.96659851074219
1763733326.2027204,83000,26.955215454101562
1763733459.359117,83500,28.643869400024414
1763733597.6235497,84000,40.3779182434082
1763733729.800252,84500,57.49601745605469
1763733864.8650637,85000,58.52450942993164
1763733996.0570185,85500,47.22671127319336
1763734129.9076784,86000,43.59571075439453
1763734269.4296896,86500,28.503114700317383
1763734406.5570178,87000,47.572731018066406
1763734540.5171785,87500,39.791160583496094
1763734672.6832733,88000,52.6227912902832
1763734806.86657,88500,39.00156784057617
1763734947.7004077,89000,35.45692443847656
1763735082.144309,89500,59.23197555541992
1763735216.2761588,90000,36.358943939208984
1763735349.4619212,90500,47.018192291259766
1763735484.3200467,91000,46.10444641113281
1763735621.9912472,91500,40.2232780456543
1763735753.4783647,92000,43.71723937988281
1763735890.4086795,92500,49.42802429199219
1763736028.5526779,93000,32.156333923339844
1763736164.2156067,93500,44.68526840209961
1763736294.5733495,94000,41.32457733154297
1763736432.4404716,94500,39.51770782470703
1763736568.5892181,95000,30.620433807373047
1763736703.6754093,95500,51.884864807128906
1763736835.9786558,96000,50.99897384643555
1763736975.086804,96500,38.54450225830078
1763737107.4793448,97000,60.05308532714844
1763737237.294113,97500,57.342628479003906
1763737373.0299935,98000,46.3194465637207
1763737510.471617,98500,41.55971908569336
1763737641.501658,99000,48.356719970703125
1763737779.5464118,99500,44.056541442871094
1763737911.9729118,100000,57.19809341430664
1763774121.5020974,100500,12.6288480758667
1763828570.1359422,101000,10.853301048278809
1763828708.5856273,101500,12.84820556640625
1763828850.435863,102000,13.885504722595215
1763828984.7021728,102500,13.977688789367676
1763829125.0717044,103000,11.135651588439941
1763829266.6510794,103500,13.673398971557617
1763829399.878848,104000,14.94528579711914
1763829738.834356,105000,35.35694122314453
1763829876.8354497,105500,39.79340744018555
1763830006.6078048,106000,44.15625762939453
1763830141.1486092,106500,43.575843811035156
1763830277.2243392,107000,45.67707824707031
1763830412.159298,107500,39.24480438232422
1763830546.2009966,108000,56.82110595703125
1763830678.3549242,108500,53.247798919677734
1763830812.6666079,109000,60.54338455200195
1763830944.2326927,109500,33.74417495727539
1763831080.327322,110000,48.5794792175293
1763831213.2635305,110500,54.82978439331055
1763831349.5363843,111000,28.7487735748291
1763831482.9748666,111500,49.41803741455078
1763831618.7482247,112000,44.88438415527344
1763831747.7154105,112500,40.22214889526367
1763831882.05416,113000,58.6991081237793
1763832019.2457302,113500,30.92391586303711
1763832155.3521383,114000,39.78616714477539
1763832287.1472785,114500,55.45759582519531
1763832421.4995792,115000,51.015933990478516
1763832551.5925403,115500,36.73469161987305
1763832688.12505,116000,31.320640563964844
1763832824.3235478,116500,39.77125930786133
1763832959.8068535,117000,48.39767837524414
1763833092.4855344,117500,54.54154968261719
1763833223.5913415,118000,45.9914665222168
1763833359.534153,118500,39.25385665893555
1763833490.468107,119000,49.05384063720703
1763833622.1629412,119500,42.70945358276367
1763833761.2564304,120000,48.145362854003906
1763833890.6031904,120500,36.46657943725586
1763834023.9650316,121000,35.912139892578125
1763834159.6493206,121500,41.79948043823242
1763834293.384945,122000,40.979679107666016
1763834428.1465464,122500,40.03668212890625
1763834562.113226,123000,40.72706985473633
1763834698.779893,123500,38.315696716308594
1763834829.2833812,124000,37.943180084228516
1763834964.9731169,124500,45.8629264831543
1763835099.8335958,125000,34.85436248779297
1763835235.4534428,125500,44.3416748046875
