Wall time,Step,Value
1763835365.828554,126000,43.487056732177734
1763835501.624095,126500,31.943693161010742
1763835633.5841537,127000,57.34201431274414
1763835767.8433375,127500,58.65288162231445
1763835901.328797,128000,37.593353271484375
1763836036.439136,128500,41.82999038696289
1763836168.870924,129000,59.52301788330078
1763836302.6442716,129500,46.59589385986328
1763836435.2066317,130000,57.248538970947266
1763836568.6439407,130500,47.65953063964844
1763836700.5596666,131000,38.50812530517578
1763836835.6462402,131500,55.98534393310547
1763836969.1068857,132000,42.45228958129883
1763837103.4618464,132500,53.03004837036133
1763837236.067137,133000,53.38462448120117
1763837367.4179735,133500,43.54804229736328
1763837499.1023214,134000,59.82528305053711
1763837635.101847,134500,39.65872573852539
1763837768.5192237,135000,50.687294006347656
1763837903.5689282,135500,45.850250244140625
1763838035.1073368,136000,37.47938919067383
1763838168.7492661,136500,64.66548156738281
1763838302.2583418,137000,41.681854248046875
1763838433.140009,137500,47.91667175292969
1763838567.0224674,138000,44.934810638427734
1763838699.935886,138500,43.12500762939453
1763838832.88721,139000,40.78523254394531
1763838965.255931,139500,64.48817443847656
1763839102.39393,140000,33.16105651855469
1763839236.4839425,140500,45.824562072753906
1763839370.3806965,141000,39.10285568237305
1763839502.5590122,141500,53.19622802734375
1763839638.924894,142000,49.93844223022461
1763839770.7551992,142500,53.08014678955078
1763839902.6638396,143000,45.32364273071289
1763840036.2031074,143500,39.382144927978516
1763840171.5041287,144000,36.99537658691406
1763840306.9854395,144500,46.59712600708008
1763840442.3047383,145000,40.30246353149414
1763840571.9205532,145500,45.93720245361328
1763840708.6520267,146000,29.31128692626953
1763840841.2690163,146500,52.22713851928711
1763840977.5490947,147000,38.70427322387695
1763841110.3038588,147500,49.233909606933594
1763841241.4661787,148000,39.79520797729492
1763841375.960026,148500,36.501930236816406
1763841510.8495722,149000,43.72101593017578
1763841643.7679288,149500,55.968929290771484
1763841779.8238811,150000,46.786643981933594
1763841912.4321334,150500,44.50033187866211
1763842045.9230242,151000,37.72187423706055
1763842180.5862753,151500,27.622554779052734
1763842316.8494456,152000,37.64863204956055
1763842451.7216334,152500,50.05976104736328
1763842587.5983143,153000,27.0986385345459
1763842721.2568655,153500,46.92967224121094
1763842849.8823407,154000,55.09640884399414
1763842984.0305188,154500,46.838016510009766
1763843119.3241477,155000,37.01677322387695
1763843254.2041724,155500,48.7491569519043
1763843387.7715461,156000,51.97016525268555
1763843524.2601347,156500,34.69245910644531
1763843654.7812471,157000,44.61664581298828
1763843790.9694004,157500,52.933353424072266
1763843926.476739,158000,38.49235916137695
1763844060.0923023,158500,28.39615821838379
1763844197.430015,159000,34.7210807800293
1763844329.7845335,159500,42.74391174316406
1763844462.6077147,160000,49.11870193481445
1763844598.0086231,160500,39.1750373840332
1763844727.9885228,161000,48.2198600769043
1763844863.46928,161500,55.79323959350586
1763844996.2764168,162000,49.983009338378906
1763845132.642021,162500,43.16085433959961
1763845263.7562525,163000,36.03495788574219
1763845401.8493779,163500,52.9098014831543
1763845537.5354414,164000,36.4263801574707
1763845672.121459,164500,53.53689956665039
1763845807.493065,165000,36.7684326171875
1763845943.5814774,165500,47.268123626708984
1763846074.0339482,166000,38.034645080566406
1763846208.8486133,166500,39.61293411254883
1763846342.8334255,167000,44.57655334472656
1763846478.9668453,167500,40.320648193359375
1763846610.9365644,168000,49.217227935791016
1763846744.413508,168500,39.07301712036133
1763846877.4845107,169000,53.3229866027832
1763847006.8035903,169500,45.103721618652344
1763847142.5850496,170000,56.028160095214844
1763847276.5431163,170500,43.923675537109375
1763847411.0277998,171000,57.48387908935547
1763847544.1979864,171500,53.05107879638672
1763847680.8248522,172000,48.51802062988281
1763847814.094887,172500,46.64845275878906
1763847948.4227355,173000,47.030128479003906
1763848093.0074027,173500,40.137168884277344
1763848225.222569,174000,43.960819244384766
1763848358.5067794,174500,43.963905334472656
1763848495.217001,175000,32.644081115722656
1763848627.5364635,175500,60.158836364746094
1763848764.8636694,176000,34.489097595214844
1763848896.4827015,176500,33.80650329589844
1763849032.369258,177000,52.88275146484375
